date,land,is_cold_day,is_warm_day,is_hot_day,is_rainy_sum,is_rainy_time,is_rainy_time2
2013-01-01,BE/BB,0,0,0,0,0,0
2013-01-01,BW,0,0,0,0,1,0
2013-01-01,BY,0,0,0,0,0,0
2013-01-01,HB/NI,0,0,0,1,1,1
2013-01-01,HE,0,0,0,0,1,0
2013-01-01,HH,0,0,0,1,1,1
2013-01-01,NW,0,0,0,1,1,0
2013-01-01,RP,0,0,0,0,1,0
2013-01-01,SH/MV,0,0,0,0,1,0
2013-01-01,SL,0,0,0,1,1,0
2013-01-01,SN,0,0,0,0,0,0
2013-01-01,ST,0,0,0,0,0,0
2013-01-01,TH,0,0,0,0,0,0
2013-01-02,BE/BB,0,0,0,0,1,0
2013-01-02,BW,0,0,0,0,0,0
2013-01-02,BY,0,0,0,0,0,0
2013-01-02,HB/NI,0,0,0,0,0,0
2013-01-02,HE,0,0,0,0,0,0
2013-01-02,HH,0,0,0,0,0,0
2013-01-02,NW,0,0,0,0,0,0
2013-01-02,RP,0,0,0,0,0,0
2013-01-02,SH/MV,0,0,0,0,0,0
2013-01-02,SL,0,0,0,0,0,0
2013-01-02,SN,0,0,0,0,0,0
2013-01-02,ST,0,0,0,0,0,0
2013-01-02,TH,0,0,0,0,0,0
2013-01-03,BE/BB,0,0,0,0,0,0
2013-01-03,BW,0,0,0,0,0,0
2013-01-03,BY,0,0,0,0,1,0
2013-01-03,HB/NI,0,0,0,0,0,0
2013-01-03,HE,0,0,0,0,0,0
2013-01-03,HH,0,0,0,0,0,0
2013-01-03,NW,0,0,0,0,1,0
2013-01-03,RP,0,0,0,0,0,0
2013-01-03,SH/MV,0,0,0,0,0,0
2013-01-03,SL,0,0,0,0,0,0
2013-01-03,SN,0,0,0,0,0,0
2013-01-03,ST,0,0,0,0,0,0
2013-01-03,TH,0,0,0,0,0,0
2013-01-04,BE/BB,0,0,0,1,1,0
2013-01-04,BW,0,0,0,0,0,0
2013-01-04,BY,0,0,0,0,1,0
2013-01-04,HB/NI,0,0,0,0,0,0
2013-01-04,HE,0,0,0,0,0,0
2013-01-04,HH,0,0,0,0,0,0
2013-01-04,NW,0,0,0,0,0,0
2013-01-04,RP,0,0,0,0,0,0
2013-01-04,SH/MV,0,0,0,0,1,0
2013-01-04,SL,0,0,0,0,0,0
2013-01-04,SN,0,0,0,1,0,0
2013-01-04,ST,0,0,0,0,0,0
2013-01-04,TH,0,0,0,0,0,0
2013-01-05,BE/BB,0,0,0,0,0,0
2013-01-05,BW,0,0,0,0,1,1
2013-01-05,BY,0,0,0,1,1,1
2013-01-05,HB/NI,0,0,0,0,0,0
2013-01-05,HE,0,0,0,0,0,0
2013-01-05,HH,0,0,0,0,0,0
2013-01-05,NW,0,0,0,0,0,0
2013-01-05,RP,0,0,0,0,0,0
2013-01-05,SH/MV,0,0,0,0,0,0
2013-01-05,SL,0,0,0,0,0,0
2013-01-05,SN,0,0,0,0,1,1
2013-01-05,ST,0,0,0,0,0,0
2013-01-05,TH,0,0,0,0,1,1
2013-01-06,BE/BB,0,0,0,0,1,0
2013-01-06,BW,0,0,0,0,0,0
2013-01-06,BY,0,0,0,0,1,0
2013-01-06,HB/NI,0,0,0,0,0,0
2013-01-06,HE,0,0,0,0,0,0
2013-01-06,HH,0,0,0,0,0,0
2013-01-06,NW,0,0,0,0,0,0
2013-01-06,RP,0,0,0,0,0,0
2013-01-06,SH/MV,0,0,0,0,0,0
2013-01-06,SL,0,0,0,0,0,0
2013-01-06,SN,0,0,0,0,1,1
2013-01-06,ST,0,0,0,0,1,0
2013-01-06,TH,0,0,0,0,0,0
2013-01-07,BE/BB,0,0,0,0,0,0
2013-01-07,BW,0,0,0,0,0,0
2013-01-07,BY,0,0,0,0,0,0
2013-01-07,HB/NI,0,0,0,0,0,0
2013-01-07,HE,0,0,0,0,0,0
2013-01-07,HH,0,0,0,0,0,0
2013-01-07,NW,0,0,0,0,0,0
2013-01-07,RP,0,0,0,0,0,0
2013-01-07,SH/MV,0,0,0,0,0,0
2013-01-07,SL,0,0,0,0,0,0
2013-01-07,SN,0,0,0,0,0,0
2013-01-07,ST,0,0,0,0,0,0
2013-01-07,TH,0,0,0,0,0,0
2013-01-08,BE/BB,0,0,0,0,1,0
2013-01-08,BW,0,0,0,0,0,0
2013-01-08,BY,0,0,0,0,0,0
2013-01-08,HB/NI,0,0,0,0,1,0
2013-01-08,HE,0,0,0,0,0,0
2013-01-08,HH,0,0,0,0,0,0
2013-01-08,NW,0,0,0,0,0,0
2013-01-08,RP,0,0,0,0,0,0
2013-01-08,SH/MV,0,0,0,0,0,0
2013-01-08,SL,0,0,0,0,0,0
2013-01-08,SN,0,0,0,0,1,1
2013-01-08,ST,0,0,0,0,1,0
2013-01-08,TH,0,0,0,0,1,0
2013-01-09,BE/BB,0,0,0,0,1,0
2013-01-09,BW,0,0,0,0,0,0
2013-01-09,BY,0,0,0,0,0,0
2013-01-09,HB/NI,0,0,0,1,1,0
2013-01-09,HE,0,0,0,0,0,0
2013-01-09,HH,0,0,0,1,1,1
2013-01-09,NW,0,0,0,0,1,0
2013-01-09,RP,0,0,0,0,0,0
2013-01-09,SH/MV,0,0,0,1,1,1
2013-01-09,SL,0,0,0,0,0,0
2013-01-09,SN,0,0,0,0,1,0
2013-01-09,ST,0,0,0,0,1,0
2013-01-09,TH,0,0,0,0,1,0
2013-01-10,BE/BB,0,0,0,0,1,0
2013-01-10,BW,0,0,0,0,1,0
2013-01-10,BY,0,0,0,0,0,0
2013-01-10,HB/NI,0,0,0,0,1,0
2013-01-10,HE,0,0,0,0,0,0
2013-01-10,HH,0,0,0,0,1,0
2013-01-10,NW,0,0,0,0,0,0
2013-01-10,RP,0,0,0,0,0,0
2013-01-10,SH/MV,0,0,0,0,0,0
2013-01-10,SL,0,0,0,0,1,1
2013-01-10,SN,0,0,0,0,1,0
2013-01-10,ST,0,0,0,0,1,0
2013-01-10,TH,0,0,0,0,0,0
2013-01-11,BE/BB,1,0,0,0,0,0
2013-01-11,BW,0,0,0,0,0,0
2013-01-11,BY,0,0,0,0,0,0
2013-01-11,HB/NI,1,0,0,0,0,0
2013-01-11,HE,0,0,0,0,0,0
2013-01-11,HH,1,0,0,0,0,0
2013-01-11,NW,1,0,0,0,0,0
2013-01-11,RP,0,0,0,0,0,0
2013-01-11,SH/MV,1,0,0,0,0,0
2013-01-11,SL,0,0,0,0,0,0
2013-01-11,SN,1,0,0,0,1,0
2013-01-11,ST,1,0,0,0,0,0
2013-01-11,TH,1,0,0,0,0,0
2013-01-12,BE/BB,1,0,0,0,0,0
2013-01-12,BW,0,0,0,0,1,0
2013-01-12,BY,1,0,0,0,1,0
2013-01-12,HB/NI,1,0,0,0,0,0
2013-01-12,HE,1,0,0,0,0,0
2013-01-12,HH,1,0,0,0,0,0
2013-01-12,NW,1,0,0,0,0,0
2013-01-12,RP,1,0,0,0,0,0
2013-01-12,SH/MV,1,0,0,0,0,0
2013-01-12,SL,1,0,0,0,0,0
2013-01-12,SN,1,0,0,0,0,0
2013-01-12,ST,1,0,0,0,0,0
2013-01-12,TH,1,0,0,0,0,0
2013-01-13,BE/BB,1,0,0,0,0,0
2013-01-13,BW,1,0,0,0,0,0
2013-01-13,BY,1,0,0,0,0,0
2013-01-13,HB/NI,1,0,0,0,0,0
2013-01-13,HE,1,0,0,0,0,0
2013-01-13,HH,1,0,0,0,0,0
2013-01-13,NW,1,0,0,0,0,0
2013-01-13,RP,1,0,0,0,0,0
2013-01-13,SH/MV,1,0,0,0,0,0
2013-01-13,SL,1,0,0,0,0,0
2013-01-13,SN,1,0,0,0,0,0
2013-01-13,ST,1,0,0,0,0,0
2013-01-13,TH,1,0,0,0,0,0
2013-01-14,BE/BB,1,0,0,0,0,0
2013-01-14,BW,1,0,0,0,0,0
2013-01-14,BY,1,0,0,0,0,0
2013-01-14,HB/NI,1,0,0,0,0,0
2013-01-14,HE,1,0,0,0,0,0
2013-01-14,HH,1,0,0,0,0,0
2013-01-14,NW,1,0,0,0,0,0
2013-01-14,RP,1,0,0,0,0,0
2013-01-14,SH/MV,1,0,0,0,0,0
2013-01-14,SL,1,0,0,0,0,0
2013-01-14,SN,1,0,0,0,0,0
2013-01-14,ST,1,0,0,0,0,0
2013-01-14,TH,1,0,0,0,0,0
2013-01-15,BE/BB,1,0,0,0,0,0
2013-01-15,BW,1,0,0,0,0,0
2013-01-15,BY,1,0,0,0,0,0
2013-01-15,HB/NI,1,0,0,0,0,0
2013-01-15,HE,1,0,0,0,0,0
2013-01-15,HH,1,0,0,0,0,0
2013-01-15,NW,1,0,0,0,1,1
2013-01-15,RP,1,0,0,0,0,0
2013-01-15,SH/MV,1,0,0,0,0,0
2013-01-15,SL,1,0,0,0,1,0
2013-01-15,SN,1,0,0,0,0,0
2013-01-15,ST,1,0,0,0,0,0
2013-01-15,TH,1,0,0,0,0,0
2013-01-16,BE/BB,1,0,0,0,0,0
2013-01-16,BW,1,0,0,0,0,0
2013-01-16,BY,1,0,0,0,1,0
2013-01-16,HB/NI,1,0,0,0,0,0
2013-01-16,HE,1,0,0,0,0,0
2013-01-16,HH,1,0,0,0,0,0
2013-01-16,NW,1,0,0,0,0,0
2013-01-16,RP,1,0,0,0,0,0
2013-01-16,SH/MV,1,0,0,0,0,0
2013-01-16,SL,1,0,0,0,0,0
2013-01-16,SN,1,0,0,0,0,0
2013-01-16,ST,1,0,0,0,0,0
2013-01-16,TH,1,0,0,0,1,0
2013-01-17,BE/BB,1,0,0,0,0,0
2013-01-17,BW,1,0,0,0,1,1
2013-01-17,BY,1,0,0,1,1,1
2013-01-17,HB/NI,1,0,0,0,0,0
2013-01-17,HE,1,0,0,0,0,0
2013-01-17,HH,1,0,0,0,0,0
2013-01-17,NW,1,0,0,0,0,0
2013-01-17,RP,1,0,0,0,0,0
2013-01-17,SH/MV,1,0,0,0,0,0
2013-01-17,SL,1,0,0,0,0,0
2013-01-17,SN,1,0,0,0,1,0
2013-01-17,ST,1,0,0,0,0,0
2013-01-17,TH,1,0,0,0,1,0
2013-01-18,BE/BB,1,0,0,0,0,0
2013-01-18,BW,1,0,0,0,0,0
2013-01-18,BY,1,0,0,0,0,0
2013-01-18,HB/NI,1,0,0,0,0,0
2013-01-18,HE,1,0,0,0,0,0
2013-01-18,HH,1,0,0,0,0,0
2013-01-18,NW,1,0,0,0,0,0
2013-01-18,RP,1,0,0,0,0,0
2013-01-18,SH/MV,1,0,0,0,0,0
2013-01-18,SL,1,0,0,0,0,0
2013-01-18,SN,1,0,0,0,0,0
2013-01-18,ST,1,0,0,0,0,0
2013-01-18,TH,1,0,0,0,0,0
2013-01-19,BE/BB,1,0,0,0,0,0
2013-01-19,BW,1,0,0,0,0,0
2013-01-19,BY,1,0,0,0,0,0
2013-01-19,HB/NI,1,0,0,0,0,0
2013-01-19,HE,1,0,0,0,0,0
2013-01-19,HH,1,0,0,0,0,0
2013-01-19,NW,1,0,0,0,0,0
2013-01-19,RP,1,0,0,0,0,0
2013-01-19,SH/MV,1,0,0,0,0,0
2013-01-19,SL,1,0,0,0,0,0
2013-01-19,SN,1,0,0,0,0,0
2013-01-19,ST,1,0,0,0,0,0
2013-01-19,TH,1,0,0,0,0,0
2013-01-20,BE/BB,1,0,0,0,0,0
2013-01-20,BW,1,0,0,0,0,0
2013-01-20,BY,1,0,0,0,0,0
2013-01-20,HB/NI,1,0,0,0,0,0
2013-01-20,HE,1,0,0,0,1,1
2013-01-20,HH,1,0,0,0,0,0
2013-01-20,NW,1,0,0,0,1,0
2013-01-20,RP,1,0,0,0,1,1
2013-01-20,SH/MV,1,0,0,0,0,0
2013-01-20,SL,1,0,0,1,1,0
2013-01-20,SN,1,0,0,0,0,0
2013-01-20,ST,1,0,0,0,0,0
2013-01-20,TH,1,0,0,0,0,0
2013-01-21,BE/BB,1,0,0,0,1,0
2013-01-21,BW,1,0,0,0,0,0
2013-01-21,BY,1,0,0,0,1,0
2013-01-21,HB/NI,1,0,0,0,1,1
2013-01-21,HE,1,0,0,0,0,0
2013-01-21,HH,1,0,0,0,0,0
2013-01-21,NW,1,0,0,0,0,0
2013-01-21,RP,1,0,0,0,0,0
2013-01-21,SH/MV,1,0,0,0,0,0
2013-01-21,SL,1,0,0,0,0,0
2013-01-21,SN,1,0,0,0,1,1
2013-01-21,ST,1,0,0,0,1,1
2013-01-21,TH,1,0,0,0,1,0
2013-01-22,BE/BB,1,0,0,0,0,0
2013-01-22,BW,0,0,0,0,0,0
2013-01-22,BY,1,0,0,0,0,0
2013-01-22,HB/NI,1,0,0,0,0,0
2013-01-22,HE,1,0,0,0,1,0
2013-01-22,HH,1,0,0,0,0,0
2013-01-22,NW,1,0,0,0,0,0
2013-01-22,RP,1,0,0,0,1,0
2013-01-22,SH/MV,1,0,0,0,0,0
2013-01-22,SL,1,0,0,0,0,0
2013-01-22,SN,1,0,0,0,0,0
2013-01-22,ST,1,0,0,0,0,0
2013-01-22,TH,1,0,0,0,0,0
2013-01-23,BE/BB,1,0,0,0,0,0
2013-01-23,BW,1,0,0,0,0,0
2013-01-23,BY,1,0,0,0,0,0
2013-01-23,HB/NI,1,0,0,0,0,0
2013-01-23,HE,1,0,0,0,0,0
2013-01-23,HH,1,0,0,0,0,0
2013-01-23,NW,1,0,0,0,0,0
2013-01-23,RP,1,0,0,0,0,0
2013-01-23,SH/MV,1,0,0,0,0,0
2013-01-23,SL,1,0,0,0,0,0
2013-01-23,SN,1,0,0,0,0,0
2013-01-23,ST,1,0,0,0,0,0
2013-01-23,TH,1,0,0,0,0,0
2013-01-24,BE/BB,1,0,0,0,0,0
2013-01-24,BW,1,0,0,0,0,0
2013-01-24,BY,1,0,0,0,0,0
2013-01-24,HB/NI,1,0,0,0,0,0
2013-01-24,HE,1,0,0,0,0,0
2013-01-24,HH,1,0,0,0,0,0
2013-01-24,NW,1,0,0,0,0,0
2013-01-24,RP,1,0,0,0,0,0
2013-01-24,SH/MV,1,0,0,0,0,0
2013-01-24,SL,1,0,0,0,0,0
2013-01-24,SN,1,0,0,0,0,0
2013-01-24,ST,1,0,0,0,0,0
2013-01-24,TH,1,0,0,0,0,0
2013-01-25,BE/BB,1,0,0,0,0,0
2013-01-25,BW,1,0,0,0,0,0
2013-01-25,BY,1,0,0,0,0,0
2013-01-25,HB/NI,1,0,0,0,0,0
2013-01-25,HE,1,0,0,0,0,0
2013-01-25,HH,1,0,0,0,0,0
2013-01-25,NW,1,0,0,0,0,0
2013-01-25,RP,1,0,0,0,0,0
2013-01-25,SH/MV,1,0,0,0,0,0
2013-01-25,SL,1,0,0,0,0,0
2013-01-25,SN,1,0,0,0,0,0
2013-01-25,ST,1,0,0,0,0,0
2013-01-25,TH,1,0,0,0,0,0
2013-01-26,BE/BB,1,0,0,0,0,0
2013-01-26,BW,1,0,0,0,0,0
2013-01-26,BY,1,0,0,0,0,0
2013-01-26,HB/NI,1,0,0,0,0,0
2013-01-26,HE,1,0,0,0,0,0
2013-01-26,HH,1,0,0,0,0,0
2013-01-26,NW,1,0,0,0,0,0
2013-01-26,RP,1,0,0,0,0,0
2013-01-26,SH/MV,1,0,0,0,0,0
2013-01-26,SL,1,0,0,0,0,0
2013-01-26,SN,1,0,0,0,0,0
2013-01-26,ST,1,0,0,0,0,0
2013-01-26,TH,1,0,0,0,0,0
2013-01-27,BE/BB,1,0,0,0,0,0
2013-01-27,BW,0,0,0,0,0,0
2013-01-27,BY,1,0,0,0,0,0
2013-01-27,HB/NI,0,0,0,0,1,0
2013-01-27,HE,0,0,0,0,0,0
2013-01-27,HH,0,0,0,1,1,1
2013-01-27,NW,0,0,0,0,1,0
2013-01-27,RP,0,0,0,0,0,0
2013-01-27,SH/MV,0,0,0,1,1,0
2013-01-27,SL,0,0,0,0,1,0
2013-01-27,SN,1,0,0,0,0,0
2013-01-27,ST,1,0,0,0,0,0
2013-01-27,TH,1,0,0,0,0,0
2013-01-28,BE/BB,0,0,0,0,0,0
2013-01-28,BW,0,0,0,0,0,0
2013-01-28,BY,0,0,0,0,0,0
2013-01-28,HB/NI,0,0,0,0,0,0
2013-01-28,HE,0,0,0,0,0,0
2013-01-28,HH,0,0,0,0,0,0
2013-01-28,NW,0,0,0,0,0,0
2013-01-28,RP,0,0,0,0,0,0
2013-01-28,SH/MV,0,0,0,0,0,0
2013-01-28,SL,0,0,0,0,0,0
2013-01-28,SN,0,0,0,0,0,0
2013-01-28,ST,0,0,0,0,0,0
2013-01-28,TH,0,0,0,0,0,0
2013-01-29,BE/BB,0,0,0,0,1,0
2013-01-29,BW,0,0,0,1,1,1
2013-01-29,BY,0,0,0,1,1,1
2013-01-29,HB/NI,0,0,0,0,0,0
2013-01-29,HE,0,0,0,1,1,1
2013-01-29,HH,0,0,0,0,0,0
2013-01-29,NW,0,0,0,1,1,1
2013-01-29,RP,0,0,0,1,1,1
2013-01-29,SH/MV,0,0,0,0,0,0
2013-01-29,SL,0,0,0,1,1,1
2013-01-29,SN,0,0,0,0,1,0
2013-01-29,ST,0,0,0,0,1,0
2013-01-29,TH,0,0,0,0,0,0
2013-01-30,BE/BB,0,0,0,1,1,0
2013-01-30,BW,0,0,0,0,0,0
2013-01-30,BY,0,0,0,0,0,0
2013-01-30,HB/NI,0,0,0,1,1,0
2013-01-30,HE,0,0,0,0,0,0
2013-01-30,HH,0,0,0,1,1,0
2013-01-30,NW,0,0,0,1,1,0
2013-01-30,RP,0,0,0,0,0,0
2013-01-30,SH/MV,0,0,0,1,1,0
2013-01-30,SL,0,0,0,1,1,0
2013-01-30,SN,0,0,0,0,0,0
2013-01-30,ST,0,0,0,1,1,0
2013-01-30,TH,0,0,0,0,0,0
2013-01-31,BE/BB,0,0,0,0,0,0
2013-01-31,BW,0,0,0,0,0,0
2013-01-31,BY,0,0,0,0,0,0
2013-01-31,HB/NI,0,0,0,0,1,0
2013-01-31,HE,0,0,0,0,0,0
2013-01-31,HH,0,0,0,0,1,0
2013-01-31,NW,0,0,0,0,1,0
2013-01-31,RP,0,0,0,0,0,0
2013-01-31,SH/MV,0,0,0,0,1,0
2013-01-31,SL,0,0,0,0,0,0
2013-01-31,SN,0,0,0,0,0,0
2013-01-31,ST,0,0,0,0,0,0
2013-01-31,TH,0,0,0,0,0,0
2013-02-01,BE/BB,0,0,0,0,0,0
2013-02-01,BW,0,0,0,1,1,1
2013-02-01,BY,0,0,0,1,1,1
2013-02-01,HB/NI,0,0,0,0,1,0
2013-02-01,HE,0,0,0,0,1,0
2013-02-01,HH,0,0,0,0,0,0
2013-02-01,NW,0,0,0,1,1,1
2013-02-01,RP,0,0,0,0,1,0
2013-02-01,SH/MV,0,0,0,0,0,0
2013-02-01,SL,0,0,0,1,1,1
2013-02-01,SN,0,0,0,0,1,0
2013-02-01,ST,0,0,0,0,0,0
2013-02-01,TH,0,0,0,0,1,0
2013-02-02,BE/BB,0,0,0,0,1,0
2013-02-02,BW,0,0,0,0,1,1
2013-02-02,BY,0,0,0,0,1,0
2013-02-02,HB/NI,0,0,0,0,0,0
2013-02-02,HE,0,0,0,0,0,0
2013-02-02,HH,0,0,0,0,0,0
2013-02-02,NW,0,0,0,0,0,0
2013-02-02,RP,0,0,0,0,0,0
2013-02-02,SH/MV,0,0,0,0,0,0
2013-02-02,SL,0,0,0,0,1,0
2013-02-02,SN,0,0,0,0,1,1
2013-02-02,ST,0,0,0,0,0,0
2013-02-02,TH,0,0,0,0,0,0
2013-02-03,BE/BB,0,0,0,0,0,0
2013-02-03,BW,0,0,0,0,0,0
2013-02-03,BY,1,0,0,0,1,0
2013-02-03,HB/NI,0,0,0,0,0,0
2013-02-03,HE,0,0,0,0,0,0
2013-02-03,HH,0,0,0,0,0,0
2013-02-03,NW,0,0,0,0,0,0
2013-02-03,RP,0,0,0,0,0,0
2013-02-03,SH/MV,0,0,0,0,0,0
2013-02-03,SL,0,0,0,0,0,0
2013-02-03,SN,1,0,0,0,0,0
2013-02-03,ST,0,0,0,0,0,0
2013-02-03,TH,0,0,0,0,0,0
2013-02-04,BE/BB,0,0,0,0,1,0
2013-02-04,BW,0,0,0,0,1,1
2013-02-04,BY,0,0,0,1,1,1
2013-02-04,HB/NI,0,0,0,0,1,0
2013-02-04,HE,0,0,0,0,1,0
2013-02-04,HH,0,0,0,0,1,0
2013-02-04,NW,0,0,0,0,1,0
2013-02-04,RP,0,0,0,0,1,0
2013-02-04,SH/MV,0,0,0,0,1,0
2013-02-04,SL,0,0,0,0,1,1
2013-02-04,SN,0,0,0,0,1,0
2013-02-04,ST,0,0,0,0,1,0
2013-02-04,TH,0,0,0,0,1,0
2013-02-05,BE/BB,0,0,0,0,1,0
2013-02-05,BW,0,0,0,0,1,0
2013-02-05,BY,0,0,0,1,1,1
2013-02-05,HB/NI,0,0,0,0,1,1
2013-02-05,HE,0,0,0,0,1,0
2013-02-05,HH,0,0,0,0,1,0
2013-02-05,NW,0,0,0,0,1,0
2013-02-05,RP,0,0,0,0,1,0
2013-02-05,SH/MV,0,0,0,0,1,0
2013-02-05,SL,0,0,0,0,1,1
2013-02-05,SN,0,0,0,0,0,0
2013-02-05,ST,0,0,0,0,0,0
2013-02-05,TH,0,0,0,0,0,0
2013-02-06,BE/BB,0,0,0,0,0,0
2013-02-06,BW,0,0,0,0,1,0
2013-02-06,BY,0,0,0,0,0,0
2013-02-06,HB/NI,0,0,0,0,0,0
2013-02-06,HE,0,0,0,0,1,1
2013-02-06,HH,0,0,0,0,0,0
2013-02-06,NW,0,0,0,0,1,0
2013-02-06,RP,0,0,0,0,1,1
2013-02-06,SH/MV,0,0,0,0,1,0
2013-02-06,SL,0,0,0,1,1,1
2013-02-06,SN,0,0,0,0,0,0
2013-02-06,ST,1,0,0,0,0,0
2013-02-06,TH,1,0,0,0,0,0
2013-02-07,BE/BB,0,0,0,0,0,0
2013-02-07,BW,0,0,0,0,1,0
2013-02-07,BY,1,0,0,0,0,0
2013-02-07,HB/NI,0,0,0,0,0,0
2013-02-07,HE,0,0,0,0,0,0
2013-02-07,HH,1,0,0,0,0,0
2013-02-07,NW,0,0,0,0,0,0
2013-02-07,RP,0,0,0,0,0,0
2013-02-07,SH/MV,1,0,0,0,0,0
2013-02-07,SL,0,0,0,0,0,0
2013-02-07,SN,1,0,0,0,0,0
2013-02-07,ST,0,0,0,0,0,0
2013-02-07,TH,1,0,0,0,1,0
2013-02-08,BE/BB,1,0,0,0,0,0
2013-02-08,BW,1,0,0,0,1,0
2013-02-08,BY,1,0,0,0,1,0
2013-02-08,HB/NI,1,0,0,0,0,0
2013-02-08,HE,0,0,0,0,0,0
2013-02-08,HH,1,0,0,0,0,0
2013-02-08,NW,1,0,0,0,0,0
2013-02-08,RP,0,0,0,0,0,0
2013-02-08,SH/MV,1,0,0,0,0,0
2013-02-08,SL,1,0,0,0,1,0
2013-02-08,SN,1,0,0,0,0,0
2013-02-08,ST,1,0,0,0,1,0
2013-02-08,TH,1,0,0,0,0,0
2013-02-09,BE/BB,1,0,0,0,0,0
2013-02-09,BW,1,0,0,0,0,0
2013-02-09,BY,1,0,0,0,0,0
2013-02-09,HB/NI,1,0,0,0,0,0
2013-02-09,HE,1,0,0,0,0,0
2013-02-09,HH,1,0,0,0,0,0
2013-02-09,NW,1,0,0,0,0,0
2013-02-09,RP,1,0,0,0,0,0
2013-02-09,SH/MV,1,0,0,0,0,0
2013-02-09,SL,1,0,0,0,0,0
2013-02-09,SN,1,0,0,0,0,0
2013-02-09,ST,1,0,0,0,1,0
2013-02-09,TH,1,0,0,0,0,0
2013-02-10,BE/BB,1,0,0,0,0,0
2013-02-10,BW,1,0,0,0,0,0
2013-02-10,BY,1,0,0,0,0,0
2013-02-10,HB/NI,1,0,0,0,0,0
2013-02-10,HE,1,0,0,0,0,0
2013-02-10,HH,1,0,0,0,0,0
2013-02-10,NW,1,0,0,0,0,0
2013-02-10,RP,1,0,0,0,0,0
2013-02-10,SH/MV,1,0,0,0,0,0
2013-02-10,SL,1,0,0,0,0,0
2013-02-10,SN,1,0,0,0,0,0
2013-02-10,ST,1,0,0,0,0,0
2013-02-10,TH,1,0,0,0,0,0
2013-02-11,BE/BB,1,0,0,0,0,0
2013-02-11,BW,1,0,0,0,0,0
2013-02-11,BY,1,0,0,0,0,0
2013-02-11,HB/NI,1,0,0,0,0,0
2013-02-11,HE,1,0,0,0,0,0
2013-02-11,HH,1,0,0,0,0,0
2013-02-11,NW,1,0,0,0,0,0
2013-02-11,RP,1,0,0,0,0,0
2013-02-11,SH/MV,1,0,0,0,0,0
2013-02-11,SL,1,0,0,0,1,0
2013-02-11,SN,1,0,0,0,0,0
2013-02-11,ST,1,0,0,0,0,0
2013-02-11,TH,1,0,0,0,0,0
2013-02-12,BE/BB,1,0,0,0,0,0
2013-02-12,BW,1,0,0,0,0,0
2013-02-12,BY,1,0,0,0,1,0
2013-02-12,HB/NI,1,0,0,0,0,0
2013-02-12,HE,1,0,0,0,0,0
2013-02-12,HH,1,0,0,0,0,0
2013-02-12,NW,1,0,0,0,0,0
2013-02-12,RP,1,0,0,0,0,0
2013-02-12,SH/MV,1,0,0,0,0,0
2013-02-12,SL,1,0,0,0,0,0
2013-02-12,SN,1,0,0,0,1,0
2013-02-12,ST,1,0,0,0,0,0
2013-02-12,TH,1,0,0,0,0,0
2013-02-13,BE/BB,1,0,0,0,0,0
2013-02-13,BW,1,0,0,0,0,0
2013-02-13,BY,1,0,0,0,0,0
2013-02-13,HB/NI,1,0,0,0,0,0
2013-02-13,HE,1,0,0,0,0,0
2013-02-13,HH,1,0,0,0,0,0
2013-02-13,NW,1,0,0,0,0,0
2013-02-13,RP,1,0,0,0,0,0
2013-02-13,SH/MV,1,0,0,0,0,0
2013-02-13,SL,1,0,0,0,0,0
2013-02-13,SN,1,0,0,0,0,0
2013-02-13,ST,1,0,0,0,0,0
2013-02-13,TH,1,0,0,0,0,0
2013-02-14,BE/BB,1,0,0,0,0,0
2013-02-14,BW,1,0,0,0,0,0
2013-02-14,BY,1,0,0,0,0,0
2013-02-14,HB/NI,1,0,0,0,0,0
2013-02-14,HE,1,0,0,0,0,0
2013-02-14,HH,1,0,0,0,0,0
2013-02-14,NW,1,0,0,0,0,0
2013-02-14,RP,1,0,0,0,0,0
2013-02-14,SH/MV,1,0,0,0,0,0
2013-02-14,SL,1,0,0,0,0,0
2013-02-14,SN,1,0,0,0,0,0
2013-02-14,ST,1,0,0,0,0,0
2013-02-14,TH,1,0,0,0,0,0
2013-02-15,BE/BB,0,0,0,0,0,0
2013-02-15,BW,0,0,0,0,1,1
2013-02-15,BY,1,0,0,0,1,1
2013-02-15,HB/NI,0,0,0,0,0,0
2013-02-15,HE,0,0,0,0,0,0
2013-02-15,HH,1,0,0,0,0,0
2013-02-15,NW,0,0,0,0,0,0
2013-02-15,RP,0,0,0,0,0,0
2013-02-15,SH/MV,1,0,0,0,0,0
2013-02-15,SL,0,0,0,0,0,0
2013-02-15,SN,1,0,0,0,0,0
2013-02-15,ST,1,0,0,0,0,0
2013-02-15,TH,1,0,0,0,0,0
2013-02-16,BE/BB,0,0,0,0,0,0
2013-02-16,BW,0,0,0,0,0,0
2013-02-16,BY,0,0,0,0,0,0
2013-02-16,HB/NI,0,0,0,0,0,0
2013-02-16,HE,0,0,0,0,1,0
2013-02-16,HH,0,0,0,0,0,0
2013-02-16,NW,0,0,0,0,0,0
2013-02-16,RP,0,0,0,0,1,0
2013-02-16,SH/MV,0,0,0,0,0,0
2013-02-16,SL,0,0,0,0,0,0
2013-02-16,SN,1,0,0,0,0,0
2013-02-16,ST,0,0,0,0,0,0
2013-02-16,TH,0,0,0,0,1,1
2013-02-17,BE/BB,0,0,0,0,0,0
2013-02-17,BW,0,0,0,0,0,0
2013-02-17,BY,1,0,0,0,0,0
